temperatura,humidade,horario,dia_da_semana,nivel
23,48,546,0,1
20,54,540,0,1
23,49,544,0,1
20,52,542,0,1
20,48,542,0,1
22,51,543,0,1
20,51,543,0,1
20,48,549,0,1
22,49,540,0,1
22,55,544,0,1
22,48,541,0,1
22,51,549,0,1
20,49,549,0,1
23,48,545,0,1
20,52,548,0,1
20,50,547,0,1
21,51,541,0,1
20,49,546,0,1
23,49,543,0,1
22,51,545,0,1
23,49,546,0,1
22,49,545,0,1
21,55,548,0,1
20,51,549,0,1
23,53,547,0,1
20,55,544,0,1
20,53,544,0,1
20,53,549,0,1
21,54,540,0,1
20,49,541,0,1
23,55,540,0,1
22,54,543,0,1
20,49,546,0,1
20,53,545,0,1
20,48,545,0,1
23,55,549,0,1
20,55,545,0,1
21,54,549,0,1
22,52,545,0,1
23,54,548,0,1
20,51,543,0,1
22,53,541,0,1
21,50,548,0,1
21,50,544,0,1
21,50,545,0,1
20,53,543,0,1
22,51,542,0,1
20,50,547,0,1
23,53,541,0,1
21,55,542,0,1
23,55,545,0,1
22,52,540,0,1
20,51,548,0,1
22,53,541,0,1
21,52,544,0,1
21,49,545,0,1
21,54,547,0,1
20,48,544,0,1
21,50,541,0,1
21,52,548,0,1
22,52,543,0,1
23,50,543,0,1
21,50,540,0,1
20,50,542,0,1
20,53,542,0,1
23,48,540,0,1
21,51,548,0,1
21,48,544,0,1
23,51,548,0,1
22,53,546,0,1
23,55,548,0,1
23,55,546,0,1
20,53,545,0,1
22,54,543,0,1
22,53,546,0,1
20,55,544,0,1
20,48,542,0,1
23,48,549,0,1
23,53,540,0,1
23,48,541,0,1
22,52,543,0,1
22,48,545,0,1
23,49,542,0,1
22,48,543,0,1
22,53,542,0,1
22,54,544,0,1
21,54,544,0,1
20,49,548,0,1
23,48,544,0,1
20,54,549,0,1
21,55,546,0,1
21,53,542,0,1
21,52,543,0,1
22,53,540,0,1
20,53,546,0,1
20,49,545,0,1
21,49,546,0,1
23,53,542,0,1
20,50,544,0,1
21,49,548,0,1
23,54,548,0,1
23,49,548,0,1
22,50,548,0,1
22,53,548,0,1
21,54,548,0,1
22,50,548,0,1
20,55,549,0,1
21,50,546,0,1
22,54,540,0,1
21,51,545,0,1
21,49,545,0,1
23,55,544,0,1
20,54,549,0,1
20,48,541,0,1
23,54,549,0,1
23,55,540,0,1
20,51,547,0,1
20,55,546,0,1
23,50,541,0,1
21,50,543,0,1
20,51,543,0,1
23,54,545,0,1
21,54,542,0,1
23,51,545,0,1
22,49,543,0,1
21,55,543,0,1
21,52,541,0,1
23,53,540,0,1
21,51,542,0,1
23,53,540,0,1
23,55,549,0,1
20,49,544,0,1
22,54,540,0,1
20,54,540,0,1
22,52,546,0,1
21,48,544,0,1
20,48,545,0,1
22,52,543,0,1
21,50,542,0,1
22,50,545,0,1
23,51,540,0,1
20,54,547,0,1
22,52,549,0,1
22,55,542,0,1
21,54,544,0,1
23,48,542,0,1
20,48,542,0,1
22,55,545,0,1
21,50,542,0,1
20,48,549,0,1
21,55,547,0,1
20,48,546,0,1
22,55,545,0,1
20,55,547,0,1
22,49,548,0,1
23,51,545,0,1
22,51,547,0,1
23,49,549,0,1
22,49,542,0,1
23,55,544,0,1
22,53,547,0,1
22,50,543,0,1
23,48,545,0,1
23,50,549,0,1
20,48,545,0,1
22,49,541,0,1
21,51,541,0,1
22,54,542,0,1
23,54,545,0,1
22,53,549,0,1
22,50,544,0,1
23,49,544,0,1
22,54,545,0,1
23,51,541,0,1
20,51,547,0,1
22,52,541,0,1
23,50,547,0,1
23,51,544,0,1
22,49,548,0,1
23,49,543,0,1
20,52,542,0,1
22,53,545,0,1
22,50,548,0,1
22,51,542,0,1
23,55,544,0,1
23,53,546,0,1
21,49,543,0,1
23,55,542,0,1
21,54,541,0,1
20,52,544,0,1
20,51,540,0,1
21,49,544,0,1
21,51,541,0,1
22,48,541,0,1
23,50,542,0,1
21,49,547,0,1
20,48,544,0,1
23,54,546,0,1
23,50,548,0,1
20,52,548,0,1
23,53,543,0,1
21,50,540,0,1
22,53,544,0,1
23,48,544,0,1
23,49,545,0,1
22,50,541,0,1
20,55,546,0,1
20,53,543,0,1
22,52,545,0,1
22,50,549,0,1
20,49,541,0,1
20,49,544,0,1
21,50,545,0,1
22,51,548,0,1
22,52,543,0,1
20,54,547,0,1
23,52,544,0,1
21,55,548,0,1
23,55,540,0,1
22,50,544,0,1
23,55,547,0,1
22,50,549,0,1
23,50,540,0,1
23,51,543,0,1
23,54,548,0,1
20,51,549,0,1
23,53,549,0,1
23,52,547,0,1
21,49,540,0,1
20,54,542,0,1
22,48,548,0,1
20,52,542,0,1
22,48,543,0,1
20,54,544,0,1
23,50,541,0,1
20,53,543,0,1
22,55,544,0,1
20,54,541,0,1
21,55,545,0,1
20,51,546,0,1
23,52,543,0,1
22,48,541,0,1
22,53,548,0,1
22,50,548,0,1
20,55,543,0,1
23,48,545,0,1
20,48,543,0,1
22,50,540,0,1
20,54,543,0,1
23,52,543,0,1
23,54,549,0,1
20,51,544,0,1
22,55,542,0,1
22,49,542,0,1
20,52,541,0,1
22,50,543,0,1
20,51,543,0,1
20,51,544,0,1
21,50,548,0,1
20,55,547,0,1
22,50,543,0,1
20,50,544,0,1
22,52,547,0,1
23,54,545,0,1
20,50,540,0,1
21,53,540,0,1
22,48,542,0,1
22,51,542,0,1
21,53,541,0,1
21,52,542,0,1
21,50,544,0,1
22,53,543,0,1
20,50,544,0,1
20,49,542,0,1
22,50,548,0,1
23,52,544,0,1
22,50,546,0,1
21,55,542,0,1
22,48,549,0,1
20,50,547,0,1
22,49,544,0,1
22,52,548,0,1
22,55,549,0,1
20,48,542,0,1
22,48,540,0,1
22,51,541,0,1
23,54,544,0,1
22,53,547,0,1
22,50,548,0,1
21,48,543,0,1
21,55,548,0,1
21,55,549,0,1
21,51,548,0,1
22,52,545,0,1
23,51,540,0,1
20,54,549,0,1
22,54,548,0,1
23,48,548,0,1
20,50,545,0,1
21,48,540,0,1
21,48,546,0,1
21,52,546,0,1
20,51,544,0,1
22,55,544,0,1
22,49,548,0,1
22,52,541,0,1
20,49,542,0,1
23,54,540,0,1
20,52,542,0,1
23,52,540,0,1
23,48,542,0,1
21,52,540,0,1
23,53,540,0,1
20,54,547,0,1
23,48,546,0,1
21,53,544,0,1
22,48,545,0,1
20,50,548,0,1
21,54,546,0,1
20,50,548,0,1
21,55,541,0,1
22,50,546,0,1
22,55,548,0,1
23,55,546,0,1
23,53,540,0,1
21,52,541,0,1
21,53,543,0,1
21,55,542,0,1
22,53,544,0,1
23,51,546,0,1
20,50,546,0,1
20,55,549,0,1
20,50,546,0,1
21,48,546,0,1
22,55,543,0,1
20,54,548,0,1
22,54,544,0,1
22,52,543,0,1
22,53,549,0,1
21,53,543,0,1
23,54,545,0,1
20,54,545,0,1
21,53,543,0,1
20,52,547,0,1
20,54,546,0,1
23,54,541,0,1
21,52,541,0,1
23,48,546,0,1
20,50,549,0,1
22,55,543,0,1
20,49,542,0,1
22,51,543,0,1
21,50,542,0,1
20,54,540,0,1
23,52,540,0,1
22,51,545,0,1
21,53,545,0,1
23,48,541,0,1
21,53,547,0,1
20,49,542,0,1
22,53,547,0,1
20,50,546,0,1
23,53,549,0,1
20,50,542,0,1
23,49,543,0,1
23,48,543,0,1
21,50,548,0,1
21,50,549,0,1
21,55,545,0,1
20,48,542,0,1
22,51,547,0,1
21,55,544,0,1
23,54,540,0,1
23,53,542,0,1
22,51,543,0,1
20,50,544,0,1
21,51,541,0,1
21,55,547,0,1
23,55,541,0,1
20,52,544,0,1
20,53,549,0,1
22,51,548,0,1
23,53,542,0,1
23,50,545,0,1
22,54,544,0,1
23,48,540,0,1
20,52,541,0,1
20,49,541,0,1
23,48,542,0,1
20,49,543,0,1
23,54,541,0,1
22,50,549,0,1
23,54,547,0,1
22,55,541,0,1
23,48,542,0,1
21,54,549,0,1
22,49,541,0,1
20,53,545,0,1
20,55,548,0,1
21,55,547,0,1
22,50,543,0,1
22,54,541,0,1
21,54,544,0,1
21,49,546,0,1
21,53,547,0,1
20,55,540,0,1
23,50,540,0,1
21,54,541,0,1
23,49,546,0,1
21,53,546,0,1
22,50,549,0,1
21,53,547,0,1
22,48,542,0,1
21,49,543,0,1
23,49,548,0,1
20,48,540,0,1
21,54,542,0,1
21,53,549,0,1
22,50,544,0,1
22,53,544,0,1
23,51,544,0,1
22,48,541,0,1
23,48,547,0,1
22,51,544,0,1
22,49,544,0,1
23,49,545,0,1
20,52,546,0,1
23,48,549,0,1
20,52,541,0,1
22,53,544,0,1
23,48,549,0,1
20,55,545,0,1
20,55,546,0,1
21,53,540,0,1
23,51,549,0,1
20,52,548,0,1
22,52,541,0,1
23,54,545,0,1
23,51,549,0,1
20,55,542,0,1
21,49,543,0,1
21,51,545,0,1
21,49,540,0,1
20,48,545,0,1
21,53,540,0,1
21,48,549,0,1
21,48,545,0,1
23,55,546,0,1
20,54,549,0,1
20,54,544,0,1
21,54,545,0,1
21,49,542,0,1
21,53,544,0,1
21,54,541,0,1
20,51,545,0,1
21,53,542,0,1
22,49,540,0,1
22,51,543,0,1
23,51,543,0,1
21,50,549,0,1
21,54,546,0,1
23,48,542,0,1
23,48,549,0,1
20,53,543,0,1
23,49,546,0,1
21,49,546,0,1
20,49,548,0,1
21,55,549,0,1
21,55,549,0,1
22,53,548,0,1
21,49,546,0,1
20,55,544,0,1
22,52,543,0,1
20,53,545,0,1
21,53,546,0,1
23,55,543,0,1
20,49,549,0,1
21,52,544,0,1
22,50,543,0,1
22,52,543,0,1
22,52,546,0,1
20,50,548,0,1
21,53,546,0,1
21,55,541,0,1
22,54,546,0,1
21,49,542,0,1
20,51,542,0,1
22,53,548,0,1
20,53,547,0,1
20,53,542,0,1
20,54,543,0,1
22,50,549,0,1
21,54,545,0,1
22,52,542,0,1
22,53,548,0,1
20,52,545,0,1
20,55,549,0,1
23,49,548,0,1
23,49,548,0,1
21,54,544,0,1
23,52,540,0,1
23,49,543,0,1
20,54,541,0,1
23,51,544,0,1
20,48,540,0,1
20,55,543,0,1
21,51,548,0,1
20,53,546,0,1
22,54,546,0,1
23,53,541,0,1
21,54,549,0,1
20,54,541,0,1
20,48,544,0,1
21,55,540,0,1
23,53,542,0,1
23,51,540,0,1
21,51,544,0,1
20,50,548,0,1
20,49,540,0,1
21,54,549,0,1
22,50,547,0,1
21,55,549,0,1
22,51,544,0,1
20,51,544,0,1
21,54,546,0,1
21,53,543,0,1
23,49,542,0,1
22,53,548,0,1
21,49,549,0,1
20,55,541,0,1
21,50,543,0,1
21,49,545,0,1
20,50,546,0,1
22,51,547,0,1
21,49,547,0,1
21,55,542,0,1
21,53,547,0,1
20,55,549,0,1
20,49,547,0,1
21,52,547,0,1
21,49,540,0,1
23,52,542,0,1
23,50,544,0,1
22,49,541,0,1
21,49,541,0,1
23,55,548,0,1
21,49,548,0,1
20,51,543,0,1
21,51,548,0,1
23,52,543,0,1
23,55,543,0,1
20,53,542,0,1
21,48,549,0,1
21,50,543,0,1
21,50,543,0,1
22,50,540,0,1
22,48,547,0,1
22,48,544,0,1
21,52,543,0,1
20,52,540,0,1
22,48,548,0,1
22,55,543,0,1
23,51,544,0,1
20,50,548,0,1
23,48,549,0,1
23,53,541,0,1
23,48,542,0,1
20,48,543,0,1
21,52,547,0,1
21,49,545,0,1
21,51,543,0,1
23,53,545,0,1
22,54,545,0,1
23,53,541,0,1
23,51,549,0,1
21,48,543,0,1
23,52,544,0,1
22,51,544,0,1
21,53,545,0,1
21,54,542,0,1
20,54,542,0,1
20,51,547,0,1
21,55,542,0,1
22,54,546,0,1
20,49,547,0,1
20,52,546,0,1
22,52,541,0,1
20,55,547,0,1
22,51,542,0,1
20,50,544,0,1
22,53,545,0,1
22,55,542,0,1
22,50,543,0,1
20,54,548,0,1
21,52,546,0,1
21,55,548,0,1
21,53,546,0,1
21,50,548,0,1
20,48,547,0,1
23,48,543,0,1
20,52,542,0,1
22,49,547,0,1
21,50,542,0,1
21,55,544,0,1
23,48,549,0,1
20,49,547,0,1
23,54,541,0,1
23,50,542,0,1
23,55,543,0,1
22,52,542,0,1
23,49,549,0,1
22,55,541,0,1
21,49,547,0,1
20,48,546,0,1
30,48,1088,0,1
30,52,1086,0,1
28,54,1085,0,1
29,50,1080,0,1
30,55,1098,0,1
30,56,1098,0,1
30,56,1097,0,1
27,58,1093,0,1
28,49,1082,0,1
27,58,1097,0,1
28,58,1097,0,1
27,48,1096,0,1
26,50,1087,0,1
29,50,1091,0,1
30,48,1090,0,1
30,57,1100,0,1
28,58,1094,0,1
25,57,1099,0,1
25,54,1096,0,1
29,50,1094,0,1
28,49,1081,0,1
29,48,1083,0,1
28,48,1081,0,1
28,57,1100,0,1
26,52,1083,0,1
27,50,1097,0,1
25,55,1094,0,1
29,49,1097,0,1
26,51,1085,0,1
27,50,1090,0,1
26,58,1099,0,1
29,60,1084,0,1
29,53,1082,0,1
30,60,1095,0,1
27,50,1080,0,1
29,58,1092,0,1
26,60,1090,0,1
29,56,1084,0,1
26,60,1081,0,1
25,59,1088,0,1
27,51,1092,0,1
30,59,1088,0,1
30,59,1082,0,1
25,52,1087,0,1
29,53,1100,0,1
28,53,1086,0,1
28,53,1085,0,1
30,48,1085,0,1
25,55,1083,0,1
28,59,1092,0,1
27,55,1086,0,1
28,51,1081,0,1
25,54,1083,0,1
30,52,1094,0,1
30,59,1094,0,1
29,48,1085,0,1
28,55,1085,0,1
29,58,1095,0,1
27,60,1085,0,1
27,51,1098,0,1
27,54,1088,0,1
29,55,1082,0,1
26,50,1080,0,1
26,51,1083,0,1
29,56,1081,0,1
28,48,1088,0,1
25,57,1084,0,1
28,48,1099,0,1
29,60,1084,0,1
27,48,1089,0,1
29,50,1080,0,1
26,59,1082,0,1
30,58,1100,0,1
29,48,1080,0,1
27,60,1083,0,1
26,54,1100,0,1
28,52,1094,0,1
25,60,1099,0,1
28,51,1086,0,1
29,60,1088,0,1
25,48,1085,0,1
27,55,1096,0,1
28,56,1100,0,1
25,54,1086,0,1
25,48,1095,0,1
29,48,1098,0,1
25,58,1081,0,1
30,49,1089,0,1
26,51,1083,0,1
28,57,1084,0,1
27,51,1095,0,1
30,50,1099,0,1
28,58,1087,0,1
27,53,1099,0,1
29,60,1093,0,1
30,51,1092,0,1
28,56,1081,0,1
26,52,1094,0,1
28,60,1097,0,1
28,52,1080,0,1
27,54,1080,0,1
25,56,1100,0,1
27,54,1096,0,1
30,53,1084,0,1
26,60,1081,0,1
29,49,1090,0,1
26,54,1082,0,1
25,50,1091,0,1
27,56,1100,0,1
29,52,1084,0,1
27,59,1088,0,1
26,58,1090,0,1
30,57,1081,0,1
25,50,1095,0,1
25,57,1100,0,1
27,50,1083,0,1
28,51,1099,0,1
26,55,1097,0,1
28,56,1089,0,1
26,59,1082,0,1
25,56,1089,0,1
25,48,1095,0,1
28,49,1080,0,1
29,55,1091,0,1
26,51,1095,0,1
25,58,1083,0,1
25,53,1097,0,1
25,49,1093,0,1
26,53,1085,0,1
27,59,1100,0,1
27,57,1089,0,1
29,52,1096,0,1
26,59,1096,0,1
27,59,1088,0,1
26,52,1089,0,1
28,49,1089,0,1
29,53,1080,0,1
29,55,1087,0,1
28,55,1100,0,1
25,58,1084,0,1
26,49,1081,0,1
25,49,1097,0,1
28,53,1081,0,1
30,55,1093,0,1
26,53,1099,0,1
29,57,1092,0,1
25,58,1085,0,1
26,48,1099,0,1
30,52,1097,0,1
27,55,1096,0,1
26,60,1097,0,1
30,56,1083,0,1
27,49,1099,0,1
27,53,1089,0,1
29,54,1089,0,1
27,57,1098,0,1
29,48,1097,0,1
25,55,1081,0,1
28,59,1084,0,1
26,56,1098,0,1
27,55,1098,0,1
25,60,1094,0,1
28,49,1087,0,1
25,49,1085,0,1
29,58,1100,0,1
28,53,1098,0,1
26,58,1094,0,1
29,48,1083,0,1
29,49,1095,0,1
30,53,1085,0,1
27,60,1088,0,1
25,60,1094,0,1
30,60,1089,0,1
26,59,1092,0,1
28,58,1093,0,1
28,49,1080,0,1
27,56,1093,0,1
30,60,1093,0,1
28,53,1094,0,1
25,54,1091,0,1
29,52,1085,0,1
29,48,1090,0,1
27,50,1093,0,1
26,57,1080,0,1
27,59,1090,0,1
26,54,1087,0,1
28,59,1081,0,1
28,56,1095,0,1
27,60,1096,0,1
29,51,1083,0,1
27,58,1082,0,1
27,53,1084,0,1
28,56,1091,0,1
26,52,1096,0,1
30,51,1094,0,1
28,59,1084,0,1
26,49,1096,0,1
27,50,1099,0,1
30,56,1099,0,1
26,48,1086,0,1
25,57,1093,0,1
29,49,1100,0,1
28,50,1091,0,1
27,59,1086,0,1
27,48,1093,0,1
30,50,1098,0,1
27,58,1085,0,1
28,56,1098,0,1
27,50,1096,0,1
26,48,1096,0,1
29,55,1097,0,1
29,56,1084,0,1
28,60,1096,0,1
30,49,1086,0,1
26,51,1089,0,1
29,58,1094,0,1
30,52,1097,0,1
30,49,1091,0,1
28,59,1085,0,1
28,49,1098,0,1
28,55,1086,0,1
25,54,1095,0,1
30,58,1096,0,1
25,53,1085,0,1
25,49,1091,0,1
28,60,1092,0,1
25,51,1085,0,1
29,53,1084,0,1
27,59,1097,0,1
28,51,1080,0,1
30,48,1095,0,1
27,48,1091,0,1
26,58,1084,0,1
25,52,1084,0,1
30,53,1094,0,1
29,53,1089,0,1
26,49,1084,0,1
30,48,1092,0,1
29,59,1091,0,1
29,52,1088,0,1
27,51,1085,0,1
26,53,1080,0,1
26,56,1083,0,1
30,53,1083,0,1
27,51,1098,0,1
26,54,1096,0,1
30,53,1085,0,1
25,56,1094,0,1
28,59,1088,0,1
30,49,1097,0,1
27,48,1097,0,1
29,53,1085,0,1
26,56,1085,0,1
29,52,1098,0,1
29,56,1097,0,1
29,59,1096,0,1
25,55,1098,0,1
29,54,1097,0,1
27,55,1085,0,1
26,60,1098,0,1
29,54,1082,0,1
27,56,1096,0,1
30,48,1092,0,1
26,51,1096,0,1
29,51,1091,0,1
25,52,1082,0,1
28,56,1098,0,1
29,56,1080,0,1
29,59,1081,0,1
28,50,1087,0,1
27,48,1098,0,1
29,60,1091,0,1
27,56,1097,0,1
25,59,1099,0,1
28,58,1095,0,1
29,48,1087,0,1
26,55,1092,0,1
28,52,1080,0,1
30,50,1089,0,1
28,48,1099,0,1
27,50,1091,0,1
27,48,1092,0,1
29,51,1082,0,1
29,56,1080,0,1
28,55,1084,0,1
26,49,1095,0,1
29,50,1091,0,1
27,51,1100,0,1
27,52,1085,0,1
26,52,1095,0,1
29,52,1091,0,1
29,54,1093,0,1
29,58,1086,0,1
29,59,1095,0,1
28,51,1080,0,1
28,60,1083,0,1
27,48,1099,0,1
30,51,1083,0,1
30,49,1092,0,1
25,53,1082,0,1
29,56,1080,0,1
29,58,1092,0,1
30,58,1100,0,1
30,59,1089,0,1
26,60,1086,0,1
28,58,1098,0,1
27,59,1091,0,1
29,54,1100,0,1
27,56,1087,0,1
26,51,1095,0,1
30,49,1095,0,1
27,58,1084,0,1
26,52,1083,0,1
30,58,1081,0,1
27,59,1100,0,1
29,56,1089,0,1
26,50,1088,0,1
29,60,1092,0,1
29,60,1087,0,1
29,52,1099,0,1
28,60,1085,0,1
26,52,1082,0,1
25,58,1081,0,1
25,60,1085,0,1
30,50,1082,0,1
25,55,1095,0,1
25,60,1099,0,1
30,52,1097,0,1
28,55,1086,0,1
27,50,1097,0,1
26,57,1089,0,1
30,58,1081,0,1
28,51,1100,0,1
27,54,1100,0,1
27,57,1081,0,1
29,50,1100,0,1
29,54,1095,0,1
30,60,1082,0,1
26,56,1087,0,1
25,53,1082,0,1
26,56,1096,0,1
25,58,1095,0,1
26,49,1099,0,1
26,48,1084,0,1
26,51,1092,0,1
25,58,1091,0,1
29,53,1095,0,1
28,59,1097,0,1
26,57,1099,0,1
26,54,1092,0,1
28,54,1081,0,1
29,54,1100,0,1
26,53,1081,0,1
28,51,1088,0,1
27,51,1084,0,1
25,50,1080,0,1
30,58,1094,0,1
28,53,1083,0,1
25,57,1095,0,1
